OA,ts0200001,ts0200002,ts0200003
E00060440,0,0,0
E00060441,0,0,0
E00060443,0,0,0
E00060453,0,0,0
E00060436,0,0,0
E00060437,0,0,0
E00060442,0,0,0
E00060444,0,0,0
E00060456,0,0,0
E00060457,0,0,0
E00060458,0,0,0
E00060468,0,0,0
E00060469,0,0,0
E00060470,0,0,0
E00060454,0,0,0
E00060455,0,0,0
E00060459,0,0,0
E00060460,0,0,0
E00060461,0,0,0
E00060467,0,0,0
E00060463,0,0,0
E00060464,0,0,0
E00060465,0,0,0
E00060466,0,0,0
E00188199,1,0,1
E00188305,0,0,0
E00060494,0,0,0
E00060498,0,0,0
E00060499,0,0,0
E00174089,0,0,0
E00060496,0,0,0
E00060497,0,0,0
E00060509,0,0,0
E00060512,0,0,0
E00060513,0,0,0
E00060502,0,0,0
E00060503,0,0,0
E00060505,0,0,0
E00060507,0,0,0
E00174096,0,0,0
E00174104,0,0,0
E00060495,0,0,0
E00060500,0,0,0
E00060501,0,0,0
E00060504,0,0,0
E00188226,0,0,0
E00188269,0,0,0
E00188271,0,0,0
E00060317,0,0,0
E00060321,0,0,0
E00060325,0,0,0
E00060329,0,0,0
E00060336,0,0,0
E00060318,0,0,0
E00060319,0,0,0
E00060322,0,0,0
E00060328,0,0,0
E00060331,0,0,0
E00060401,0,0,0
E00060402,0,0,0
E00060404,0,0,0
E00060414,0,0,0
E00060415,0,0,0
E00060416,0,0,0
E00060403,0,0,0
E00060408,3,1,2
E00060409,0,0,0
E00060411,0,0,0
E00060412,0,0,0
E00060413,0,0,0
E00060400,0,0,0
E00060405,0,0,0
E00060406,0,0,0
E00060407,0,0,0
E00060410,0,0,0
E00060311,0,0,0
E00060312,0,0,0
E00060313,0,0,0
E00060315,0,0,0
E00060316,0,0,0
E00188179,0,0,0
E00188246,0,0,0
E00188283,0,0,0
E00060330,0,0,0
E00060332,0,0,0
E00060333,0,0,0
E00060334,0,0,0
E00060335,0,0,0
E00060320,0,0,0
E00060323,0,0,0
E00060324,0,0,0
E00060326,0,0,0
E00060327,0,0,0
E00060355,0,0,0
E00060356,0,0,0
E00060357,0,0,0
E00060358,0,0,0
E00060359,0,0,0
E00060360,0,0,0
E00060361,0,0,0
E00060428,0,0,0
E00060429,0,0,0
E00060430,1,1,0
E00188288,0,0,0
E00188302,0,0,0
E00060536,0,0,0
E00060537,0,0,0
E00060543,0,0,0
E00060546,0,0,0
E00060549,0,0,0
E00060535,0,0,0
E00060541,0,0,0
E00060553,0,0,0
E00174090,0,0,0
E00174091,0,0,0
E00174103,0,0,0
E00060338,0,0,0
E00060339,0,0,0
E00060347,0,0,0
E00060349,0,0,0
E00060352,0,0,0
E00060341,0,0,0
E00060342,0,0,0
E00060343,0,0,0
E00060344,0,0,0
E00060345,0,0,0
E00060386,0,0,0
E00060387,1,0,1
E00060390,0,0,0
E00174083,0,0,0
E00174084,0,0,0
E00174085,0,0,0
E00174086,1,0,1
E00174087,0,0,0
E00060381,1,0,1
E00060385,0,0,0
E00060388,0,0,0
E00060393,1,1,0
E00060395,0,0,0
E00060396,0,0,0
E00060417,0,0,0
E00060418,0,0,0
E00060426,0,0,0
E00174088,0,0,0
E00174097,0,0,0
E00060534,3,0,3
E00060544,0,0,0
E00060545,0,0,0
E00060547,0,0,0
E00060548,0,0,0
E00060379,0,0,0
E00060382,3,3,0
E00060383,0,0,0
E00060384,0,0,0
E00060391,1,1,0
E00060392,0,0,0
E00060394,3,0,3
E00060397,0,0,0
E00060398,0,0,0
E00060399,1,0,1
E00060865,6,3,3
E00060866,7,3,4
E00060875,9,4,5
E00060877,10,5,5
E00174112,12,8,4
E00174119,22,9,13
E00060986,0,0,0
E00060987,1,0,1
E00060990,16,4,12
E00174110,0,0,0
E00174111,7,3,4
E00060989,4,2,2
E00060991,3,0,3
E00060992,5,4,1
E00060993,6,1,5
E00060997,3,2,1
E00060869,0,0,0
E00060871,0,0,0
E00060873,0,0,0
E00188254,0,0,0
E00188282,6,4,2
E00060867,2,0,2
E00060868,1,1,0
E00060874,0,0,0
E00060878,1,0,1
E00060984,1,0,1
E00188220,4,1,3
E00188234,0,0,0
E00188239,0,0,0
E00188265,4,4,0
E00060988,1,0,1
E00060995,1,0,1
E00060998,1,1,0
E00060812,1,1,0
E00060826,1,0,1
E00060828,0,0,0
E00060829,0,0,0
E00060830,1,0,1
E00060832,1,1,0
E00060810,10,5,5
E00060824,0,0,0
E00060825,1,0,1
E00060827,1,1,0
E00174106,1,0,1
E00060813,0,0,0
E00060815,0,0,0
E00060817,0,0,0
E00060820,0,0,0
E00060822,0,0,0
E00060831,0,0,0
E00060811,0,0,0
E00060814,0,0,0
E00060818,0,0,0
E00060819,0,0,0
E00060821,0,0,0
E00060701,3,0,3
E00060702,1,1,0
E00060709,4,0,4
E00060711,4,1,3
E00060726,5,2,3
E00060704,7,3,4
E00060705,2,0,2
E00060706,1,0,1
E00060708,5,2,3
E00060717,0,0,0
E00060699,0,0,0
E00060710,6,4,2
E00060715,2,1,1
E00060716,3,1,2
E00060720,0,0,0
E00060707,7,4,3
E00060712,3,0,3
E00060727,6,1,5
E00060728,3,1,2
E00060713,8,3,5
E00060714,4,1,3
E00060718,2,1,1
E00060719,0,0,0
E00060721,4,1,3
E00060703,1,1,0
E00060722,0,0,0
E00060723,0,0,0
E00060725,0,0,0
E00174116,0,0,0
E00060896,0,0,0
E00060900,0,0,0
E00060901,0,0,0
E00060903,0,0,0
E00060914,0,0,0
E00060897,0,0,0
E00060899,0,0,0
E00060902,0,0,0
E00060904,0,0,0
E00060913,0,0,0
E00060905,0,0,0
E00060906,0,0,0
E00060909,0,0,0
E00060910,0,0,0
E00060911,0,0,0
E00060898,1,1,0
E00060907,0,0,0
E00060908,0,0,0
E00060912,0,0,0
E00060915,0,0,0
E00060976,0,0,0
E00060981,0,0,0
E00060982,0,0,0
E00188218,0,0,0
E00188221,0,0,0
E00060916,1,0,1
E00060925,0,0,0
E00060926,0,0,0
E00060927,0,0,0
E00060930,0,0,0
E00060917,0,0,0
E00060921,0,0,0
E00060922,0,0,0
E00060923,0,0,0
E00060929,1,0,1
E00060931,0,0,0
E00060932,1,0,1
E00060933,1,0,1
E00060918,0,0,0
E00060919,0,0,0
E00060920,1,1,0
E00060924,0,0,0
E00060928,0,0,0
E00060659,0,0,0
E00060660,1,1,0
E00060661,0,0,0
E00060663,0,0,0
E00188237,3,1,2
E00188241,1,1,0
E00060664,0,0,0
E00060665,0,0,0
E00060666,1,0,1
E00060668,0,0,0
E00060669,1,1,0
E00060651,3,0,3
E00060652,0,0,0
E00060656,0,0,0
E00060667,0,0,0
E00174108,0,0,0
E00174109,0,0,0
E00060598,0,0,0
E00060600,0,0,0
E00060602,0,0,0
E00060610,0,0,0
E00060611,0,0,0
E00060612,0,0,0
E00060596,0,0,0
E00060601,0,0,0
E00060606,0,0,0
E00060607,0,0,0
E00060608,0,0,0
E00060609,1,0,1
E00060613,0,0,0
E00060595,0,0,0
E00060597,0,0,0
E00060599,0,0,0
E00060603,0,0,0
E00060604,0,0,0
E00060605,0,0,0
E00060970,0,0,0
E00060972,0,0,0
E00060973,0,0,0
E00060974,0,0,0
E00060975,0,0,0
E00060965,0,0,0
E00060966,0,0,0
E00060971,0,0,0
E00060977,0,0,0
E00060979,0,0,0
E00060967,1,1,0
E00060968,0,0,0
E00060969,0,0,0
E00060978,1,1,0
E00060983,0,0,0
E00060576,0,0,0
E00060579,0,0,0
E00060590,0,0,0
E00060591,0,0,0
E00060592,0,0,0
E00060593,0,0,0
E00060574,0,0,0
E00060575,0,0,0
E00060577,1,0,1
E00060578,0,0,0
E00060594,0,0,0
E00060584,0,0,0
E00060586,1,0,1
E00060587,0,0,0
E00060588,0,0,0
E00060589,1,1,0
E00060580,0,0,0
E00060581,0,0,0
E00060582,2,1,1
E00060583,0,0,0
E00060585,0,0,0
E00060785,0,0,0
E00060786,0,0,0
E00060793,0,0,0
E00060796,1,0,1
E00060797,0,0,0
E00060787,0,0,0
E00060790,0,0,0
E00060795,1,1,0
E00060805,0,0,0
E00060808,0,0,0
E00060788,0,0,0
E00060789,0,0,0
E00060791,0,0,0
E00060792,1,1,0
E00060794,0,0,0
E00060798,0,0,0
E00060799,2,0,2
E00060800,1,1,0
E00060802,0,0,0
E00174113,1,0,1
E00174114,1,1,0
E00174115,0,0,0
E00060803,0,0,0
E00060804,0,0,0
E00060806,2,0,2
E00060807,0,0,0
E00060809,3,1,2
E00060935,0,0,0
E00060936,0,0,0
E00060937,0,0,0
E00060945,0,0,0
E00060947,0,0,0
E00060938,0,0,0
E00060948,0,0,0
E00060950,1,1,0
E00060952,0,0,0
E00060953,0,0,0
E00060934,0,0,0
E00060939,0,0,0
E00060943,0,0,0
E00060949,0,0,0
E00060951,0,0,0
E00060954,0,0,0
E00060940,0,0,0
E00060941,0,0,0
E00060942,0,0,0
E00060944,0,0,0
E00060946,0,0,0
E00060615,0,0,0
E00060620,0,0,0
E00060625,2,1,1
E00174107,0,0,0
E00174117,0,0,0
E00174118,2,2,0
E00060616,0,0,0
E00060619,0,0,0
E00060628,0,0,0
E00060629,1,1,0
E00060631,0,0,0
E00060614,0,0,0
E00060618,0,0,0
E00060622,0,0,0
E00060627,0,0,0
E00060630,1,0,1
E00060617,0,0,0
E00060621,0,0,0
E00060623,0,0,0
E00060624,0,0,0
E00060558,0,0,0
E00060559,0,0,0
E00060561,0,0,0
E00060562,0,0,0
E00060572,1,1,0
E00060556,0,0,0
E00060565,0,0,0
E00060567,0,0,0
E00060568,1,0,1
E00060566,0,0,0
E00060569,0,0,0
E00060570,0,0,0
E00060571,1,0,1
E00060573,0,0,0
E00060557,0,0,0
E00060560,0,0,0
E00060563,0,0,0
E00060564,0,0,0
E00060757,0,0,0
E00060758,0,0,0
E00060759,0,0,0
E00060760,0,0,0
E00060762,0,0,0
E00188211,0,0,0
E00188224,0,0,0
E00060751,0,0,0
E00060763,0,0,0
E00060764,0,0,0
E00060765,0,0,0
E00060766,0,0,0
E00060750,0,0,0
E00060752,0,0,0
E00060753,0,0,0
E00060754,0,0,0
E00060755,0,0,0
E00060756,0,0,0
E00060778,0,0,0
E00060780,0,0,0
E00060781,0,0,0
E00060782,0,0,0
E00060784,0,0,0
E00060767,0,0,0
E00060768,0,0,0
E00060769,0,0,0
E00060770,1,0,1
E00060771,1,1,0
E00060772,0,0,0
E00060773,0,0,0
E00060774,0,0,0
E00060775,0,0,0
E00060776,0,0,0
E00060777,0,0,0
E00060779,0,0,0
E00060783,0,0,0
E00060633,0,0,0
E00060637,0,0,0
E00060641,0,0,0
E00060646,0,0,0
E00188215,0,0,0
E00188245,0,0,0
E00188281,0,0,0
E00188293,0,0,0
E00188312,2,1,1
E00060635,0,0,0
E00060638,0,0,0
E00060639,0,0,0
E00060640,0,0,0
E00060643,0,0,0
E00060644,0,0,0
E00060645,0,0,0
E00060648,0,0,0
E00060649,0,0,0
E00060650,0,0,0
E00060632,0,0,0
E00060634,0,0,0
E00060636,0,0,0
E00060647,0,0,0
E00060852,0,0,0
E00060860,0,0,0
E00060861,0,0,0
E00060862,0,0,0
E00060863,0,0,0
E00060864,0,0,0
E00060848,0,0,0
E00060849,2,2,0
E00060850,0,0,0
E00060851,1,1,0
E00060853,0,0,0
E00060854,0,0,0
E00060855,0,0,0
E00060856,0,0,0
E00060857,0,0,0
E00060858,0,0,0
E00060859,0,0,0
E00060732,0,0,0
E00060733,0,0,0
E00060734,0,0,0
E00060735,0,0,0
E00060736,0,0,0
E00060737,0,0,0
E00060729,0,0,0
E00060730,0,0,0
E00060731,0,0,0
E00060739,2,0,2
E00060740,0,0,0
E00060738,0,0,0
E00060741,0,0,0
E00060745,0,0,0
E00060748,0,0,0
E00060749,0,0,0
E00060742,0,0,0
E00060743,0,0,0
E00060744,0,0,0
E00060746,0,0,0
E00060747,0,0,0
E00060955,0,0,0
E00060956,0,0,0
E00060957,0,0,0
E00060958,0,0,0
E00060959,0,0,0
E00060960,0,0,0
E00060961,0,0,0
E00188195,0,0,0
E00188319,0,0,0
E00188331,0,0,0
E00060962,0,0,0
E00188176,0,0,0
E00188190,0,0,0
E00188249,2,2,0
E00188258,0,0,0
E00060670,0,0,0
E00060674,0,0,0
E00060675,1,0,1
E00060676,0,0,0
E00060696,0,0,0
E00060690,0,0,0
E00060691,0,0,0
E00060694,0,0,0
E00060697,0,0,0
E00060698,1,1,0
E00060673,0,0,0
E00060679,0,0,0
E00060681,0,0,0
E00060685,0,0,0
E00060671,0,0,0
E00060677,1,1,0
E00060678,0,0,0
E00060682,0,0,0
E00060684,0,0,0
E00060680,0,0,0
E00060683,0,0,0
E00060686,0,0,0
E00060687,0,0,0
E00060688,0,0,0
E00060672,0,0,0
E00060689,0,0,0
E00060692,0,0,0
E00060693,0,0,0
E00060695,0,0,0
E00060833,0,0,0
E00060835,0,0,0
E00060842,0,0,0
E00060846,1,0,1
E00060847,0,0,0
E00060834,0,0,0
E00060836,0,0,0
E00060837,0,0,0
E00060838,0,0,0
E00060839,0,0,0
E00060883,0,0,0
E00060885,0,0,0
E00060886,0,0,0
E00060887,0,0,0
E00060888,0,0,0
E00060880,1,1,0
E00060889,1,1,0
E00060890,0,0,0
E00060893,0,0,0
E00060895,0,0,0
E00060881,0,0,0
E00060882,0,0,0
E00060891,0,0,0
E00060894,0,0,0
E00165819,0,0,0
E00188196,0,0,0
E00188286,0,0,0
E00188316,0,0,0
E00188194,0,0,0
E00188200,0,0,0
E00188240,1,1,0
E00188275,0,0,0
E00188277,0,0,0
E00060841,0,0,0
E00060843,0,0,0
E00060844,0,0,0
E00060845,0,0,0
E00061021,0,0,0
E00061034,0,0,0
E00061035,0,0,0
E00061036,0,0,0
E00061037,0,0,0
E00061039,0,0,0
E00061022,0,0,0
E00061024,0,0,0
E00061025,0,0,0
E00061028,0,0,0
E00061038,0,0,0
E00061023,0,0,0
E00061026,0,0,0
E00061027,0,0,0
E00061029,0,0,0
E00061030,0,0,0
E00061031,0,0,0
E00061032,0,0,0
E00061033,0,0,0
E00061445,0,0,0
E00061447,0,0,0
E00061458,0,0,0
E00061459,0,0,0
E00061460,0,0,0
E00061040,0,0,0
E00061041,0,0,0
E00061042,0,0,0
E00061055,0,0,0
E00061062,0,0,0
E00061239,0,0,0
E00061242,0,0,0
E00061243,0,0,0
E00061244,0,0,0
E00061245,0,0,0
E00061247,0,0,0
E00061233,0,0,0
E00061234,1,1,0
E00061235,0,0,0
E00061236,0,0,0
E00061246,0,0,0
E00061232,0,0,0
E00061237,0,0,0
E00061238,0,0,0
E00061240,0,0,0
E00061241,0,0,0
E00061043,0,0,0
E00061044,0,0,0
E00061047,0,0,0
E00061054,0,0,0
E00061063,0,0,0
E00061045,0,0,0
E00061046,0,0,0
E00061048,0,0,0
E00061050,0,0,0
E00061064,3,2,1
E00061049,0,0,0
E00061057,0,0,0
E00061059,0,0,0
E00061061,0,0,0
E00061052,0,0,0
E00061053,0,0,0
E00061056,0,0,0
E00061058,0,0,0
E00174125,0,0,0
E00061408,0,0,0
E00061409,0,0,0
E00061410,0,0,0
E00061413,0,0,0
E00061414,0,0,0
E00061406,0,0,0
E00061416,0,0,0
E00061417,0,0,0
E00061420,0,0,0
E00061426,0,0,0
E00061407,0,0,0
E00061411,0,0,0
E00061427,0,0,0
E00061428,0,0,0
E00061429,0,0,0
E00061412,0,0,0
E00061415,0,0,0
E00061418,0,0,0
E00061422,0,0,0
E00188253,0,0,0
E00188260,0,0,0
E00188317,0,0,0
E00061421,0,0,0
E00061423,0,0,0
E00061425,0,0,0
E00174132,0,0,0
E00174134,0,0,0
E00061446,0,0,0
E00061454,0,0,0
E00061455,0,0,0
E00061456,0,0,0
E00061457,0,0,0
E00061448,0,0,0
E00061449,0,0,0
E00061450,0,0,0
E00061451,0,0,0
E00061452,0,0,0
E00061453,0,0,0
E00061161,0,0,0
E00061169,0,0,0
E00061171,0,0,0
E00061174,0,0,0
E00061179,0,0,0
E00061159,0,0,0
E00061173,0,0,0
E00061181,0,0,0
E00188213,0,0,0
E00188235,0,0,0
E00061163,0,0,0
E00061165,0,0,0
E00061178,0,0,0
E00188227,0,0,0
E00188250,0,0,0
E00188300,1,1,0
E00188307,0,0,0
E00188324,0,0,0
E00061162,0,0,0
E00061167,0,0,0
E00061172,0,0,0
E00061176,0,0,0
E00061180,0,0,0
E00061164,0,0,0
E00061166,0,0,0
E00061168,0,0,0
E00061175,0,0,0
E00061182,0,0,0
E00061227,0,0,0
E00061229,0,0,0
E00165770,0,0,0
E00174120,0,0,0
E00174128,0,0,0
E00174129,0,0,0
E00174130,0,0,0
E00174133,0,0,0
E00188266,0,0,0
E00188292,0,0,0
E00061217,0,0,0
E00061220,0,0,0
E00061221,0,0,0
E00061222,0,0,0
E00061223,0,0,0
E00061231,0,0,0
E00061213,0,0,0
E00061216,0,0,0
E00061218,0,0,0
E00061219,0,0,0
E00061230,0,0,0
E00061214,0,0,0
E00061224,0,0,0
E00061225,0,0,0
E00061228,0,0,0
E00061292,0,0,0
E00061299,0,0,0
E00061305,0,0,0
E00061306,0,0,0
E00061307,0,0,0
E00061301,0,0,0
E00061308,0,0,0
E00061309,0,0,0
E00061310,2,0,2
E00061311,0,0,0
E00061313,0,0,0
E00061293,1,1,0
E00061297,0,0,0
E00061302,0,0,0
E00061303,0,0,0
E00061312,0,0,0
E00061314,0,0,0
E00061294,0,0,0
E00061295,0,0,0
E00061296,0,0,0
E00061298,0,0,0
E00061300,0,0,0
E00061304,0,0,0
E00061316,0,0,0
E00061327,0,0,0
E00061329,0,0,0
E00061332,0,0,0
E00061334,0,0,0
E00061317,0,0,0
E00061318,3,1,2
E00061319,2,0,2
E00061320,0,0,0
E00061321,0,0,0
E00061335,0,0,0
E00061315,1,1,0
E00061322,0,0,0
E00061323,1,0,1
E00061324,0,0,0
E00061331,0,0,0
E00061325,0,0,0
E00061326,0,0,0
E00061328,1,0,1
E00061330,0,0,0
E00061333,0,0,0
E00061098,0,0,0
E00061101,0,0,0
E00061102,0,0,0
E00061103,0,0,0
E00061104,0,0,0
E00061091,0,0,0
E00061105,0,0,0
E00061106,1,1,0
E00061107,0,0,0
E00061108,0,0,0
E00061385,0,0,0
E00061386,0,0,0
E00061389,0,0,0
E00061404,0,0,0
E00061405,0,0,0
E00061092,0,0,0
E00061095,0,0,0
E00061096,0,0,0
E00061097,0,0,0
E00061099,0,0,0
E00061100,0,0,0
E00174124,0,0,0
E00061005,0,0,0
E00061007,1,1,0
E00061009,0,0,0
E00061017,0,0,0
E00061004,0,0,0
E00061012,0,0,0
E00061016,0,0,0
E00061018,0,0,0
E00061008,0,0,0
E00061011,0,0,0
E00061019,0,0,0
E00188182,0,0,0
E00188268,0,0,0
E00061010,0,0,0
E00061013,0,0,0
E00061014,0,0,0
E00061015,0,0,0
E00061020,0,0,0
E00061069,0,0,0
E00061070,0,0,0
E00165774,0,0,0
E00188170,0,0,0
E00061067,0,0,0
E00061068,0,0,0
E00061074,0,0,0
E00061076,0,0,0
E00061090,0,0,0
E00061065,0,0,0
E00061075,0,0,0
E00061077,0,0,0
E00061078,0,0,0
E00061080,0,0,0
E00061066,0,0,0
E00061079,0,0,0
E00061081,0,0,0
E00061082,0,0,0
E00061084,0,0,0
E00061387,0,0,0
E00061393,0,0,0
E00165775,0,0,0
E00165776,0,0,0
E00165777,0,0,0
E00061388,0,0,0
E00061391,0,0,0
E00061392,0,0,0
E00061396,0,0,0
E00061397,0,0,0
E00061338,1,1,0
E00061340,0,0,0
E00061342,0,0,0
E00061344,0,0,0
E00061345,0,0,0
E00061336,0,0,0
E00061348,0,0,0
E00061349,0,0,0
E00061351,0,0,0
E00188175,0,0,0
E00188208,0,0,0
E00188270,0,0,0
E00061337,0,0,0
E00061339,0,0,0
E00061341,0,0,0
E00061343,0,0,0
E00061346,0,0,0
E00061350,0,0,0
E00061353,0,0,0
E00061354,0,0,0
E00061355,0,0,0
E00061356,0,0,0
E00188178,0,0,0
E00188278,0,0,0
E00188280,0,0,0
E00060999,0,0,0
E00061000,0,0,0
E00061001,0,0,0
E00061002,2,0,2
E00061003,0,0,0
E00061192,0,0,0
E00061195,0,0,0
E00061196,0,0,0
E00061202,0,0,0
E00061204,0,0,0
E00061193,0,0,0
E00061194,0,0,0
E00061205,0,0,0
E00061210,0,0,0
E00061211,0,0,0
E00174135,0,0,0
E00188173,0,0,0
E00061083,0,0,0
E00061085,0,0,0
E00061086,0,0,0
E00061087,0,0,0
E00061088,0,0,0
E00061089,1,1,0
E00061251,0,0,0
E00061252,0,0,0
E00061253,0,0,0
E00061254,0,0,0
E00061256,0,0,0
E00061248,0,0,0
E00061261,0,0,0
E00061265,0,0,0
E00061266,0,0,0
E00061269,0,0,0
E00061249,0,0,0
E00061260,0,0,0
E00061262,0,0,0
E00061267,0,0,0
E00061183,0,0,0
E00061184,0,0,0
E00061185,0,0,0
E00061186,0,0,0
E00061187,0,0,0
E00061188,0,0,0
E00061189,0,0,0
E00061190,0,0,0
E00061191,0,0,0
E00061198,0,0,0
E00061201,0,0,0
E00061207,0,0,0
E00061199,0,0,0
E00061200,0,0,0
E00061203,0,0,0
E00061206,0,0,0
E00061440,0,0,0
E00061441,0,0,0
E00061442,0,0,0
E00061443,0,0,0
E00061444,0,0,0
E00061111,0,0,0
E00061112,0,0,0
E00061126,0,0,0
E00061127,0,0,0
E00061131,0,0,0
E00188251,0,0,0
E00188274,0,0,0
E00188333,0,0,0
E00061110,0,0,0
E00061114,0,0,0
E00061129,0,0,0
E00061133,0,0,0
E00061134,0,0,0
E00061118,0,0,0
E00061128,0,0,0
E00061130,0,0,0
E00061132,0,0,0
E00174121,0,0,0
E00174126,0,0,0
E00174127,0,0,0
E00061109,0,0,0
E00061121,0,0,0
E00061122,0,0,0
E00061124,0,0,0
E00061125,0,0,0
E00061139,0,0,0
E00061140,4,0,4
E00061141,0,0,0
E00061145,0,0,0
E00061150,0,0,0
E00165767,0,0,0
E00061136,0,0,0
E00061138,1,1,0
E00061157,0,0,0
E00165768,0,0,0
E00188203,0,0,0
E00188209,0,0,0
E00188225,0,0,0
E00188299,0,0,0
E00061144,0,0,0
E00061147,0,0,0
E00061148,0,0,0
E00061151,0,0,0
E00061152,0,0,0
E00061153,0,0,0
E00061154,0,0,0
E00165766,0,0,0
E00061115,0,0,0
E00061116,0,0,0
E00061117,0,0,0
E00061119,0,0,0
E00061120,0,0,0
E00061142,0,0,0
E00061143,0,0,0
E00061146,0,0,0
E00061149,0,0,0
E00061155,1,1,0
E00061430,1,0,1
E00061433,0,0,0
E00061434,0,0,0
E00061435,0,0,0
E00061436,0,0,0
E00061431,0,0,0
E00061432,0,0,0
E00061437,1,1,0
E00061438,0,0,0
E00061439,0,0,0
E00061258,0,0,0
E00061263,0,0,0
E00061264,0,0,0
E00061268,0,0,0
E00061270,0,0,0
E00061271,0,0,0
E00061278,0,0,0
E00061279,0,0,0
E00061280,0,0,0
E00061281,0,0,0
E00061283,0,0,0
E00061282,0,0,0
E00061284,0,0,0
E00061285,0,0,0
E00061286,0,0,0
E00061287,0,0,0
E00061273,0,0,0
E00061288,0,0,0
E00061289,0,0,0
E00061290,0,0,0
E00061291,0,0,0
E00061272,0,0,0
E00061274,0,0,0
E00061275,0,0,0
E00165820,0,0,0
E00165821,0,0,0
E00061250,0,0,0
E00061255,0,0,0
E00061257,0,0,0
E00061259,0,0,0
E00061361,0,0,0
E00061379,0,0,0
E00061380,0,0,0
E00061382,1,0,1
E00188289,0,0,0
E00188309,0,0,0
E00061359,0,0,0
E00061360,0,0,0
E00061362,0,0,0
E00061363,0,0,0
E00061381,0,0,0
E00188193,0,0,0
E00188263,0,0,0
E00061364,0,0,0
E00061365,0,0,0
E00061366,0,0,0
E00061369,0,0,0
E00061370,1,1,0
E00061395,0,0,0
E00061399,0,0,0
E00061400,0,0,0
E00061401,0,0,0
E00061394,0,0,0
E00061398,0,0,0
E00061402,0,0,0
E00061403,0,0,0
E00061358,0,0,0
E00061372,1,0,1
E00061374,1,0,1
E00061377,1,0,1
E00061378,0,0,0
E00174122,0,0,0
E00174123,0,0,0
E00061745,0,0,0
