OA,ts006_0001
E00151566,988.1
E00151605,3761.3
E00151607,1418.3
E00151609,3148.6
E00151612,2103
E00179373,5373.8
E00179388,1340.5
E00179424,3889.7
E00151602,4571.9
E00151603,5645.5
E00151608,3627.7
E00151619,4271.8
E00166326,3123.7
E00166329,686.3
E00166330,1281.8
E00151499,32.5
E00151500,81.5
E00151501,65.5
E00151502,31.8
E00151503,22
E00151504,33.2
E00151531,3442.1
E00151536,4501.3
E00151540,4622.1
E00151541,381.6
E00151544,3142.2
E00151532,4049
E00151533,5937.5
E00151537,4049.2
E00151538,5153
E00151545,2512.1
E00151610,646.7
E00151611,2799.2
E00151613,6484.6
E00179399,4531.1
E00179405,8416.7
E00179414,164.4
E00151606,3064.2
E00151615,4695.7
E00151616,4683.3
E00151617,3238.1
E00151618,3796.3
E00151307,33.4
E00151308,1938.5
E00151312,468.8
E00151313,3580.4
E00151314,2959.4
E00151317,2626.9
E00151305,25.9
E00151306,23.2
E00151309,51.5
E00151311,46.8
E00151320,14.2
E00151321,46.8
E00151322,15.3
E00151323,130.6
E00151324,40.2
E00151310,25.5
E00151315,2391.7
E00151316,216.4
E00151318,4351.7
E00151319,1393.3
E00151578,996
E00151579,2465.2
E00151587,463.3
E00179417,434.1
E00179428,398.6
E00179430,3483.1
E00151279,186.5
E00151281,5692
E00151282,5628.6
E00151283,5494.5
E00151284,6150.6
E00151431,5459.3
E00151432,5105.6
E00151433,3492.8
E00151434,5561.4
E00151435,4954.1
E00151437,4096.8
E00151549,17.4
E00151554,103.9
E00151555,396.3
E00151557,39.4
E00179367,424.5
E00179372,1616.7
E00179398,5860.5
E00179419,131.7
E00179422,197.1
E00151594,4127.2
E00151595,3208.9
E00151596,4974.2
E00151597,4417.4
E00151598,2210.8
E00151599,2775.8
E00151436,3273.3
E00151438,4818.2
E00151439,4009.3
E00151441,4987.6
E00151442,6000
E00151443,6777.5
E00151424,5407.5
E00151426,3563.5
E00151428,5725.8
E00151430,7673
E00151440,2372.5
E00151423,4743.8
E00151425,3541.2
E00151427,1710.5
E00151429,3034.8
E00151444,6970.4
E00151588,1429.8
E00151592,5200
E00151593,3138.5
E00166327,3121.3
E00166328,221.7
E00168500,825
E00151589,1666.7
E00151591,8619.9
E00151600,1023.6
E00151601,2472.6
E00151263,24.5
E00151264,62.3
E00151265,1050.9
E00151266,155.2
E00151267,245.4
E00151268,17.3
E00151384,1585
E00151390,1396.6
E00151391,4289.8
E00151393,285.5
E00151395,3168.1
E00151382,431.1
E00151383,4214.3
E00151388,19.1
E00151392,582.1
E00151394,2920.5
E00151396,351
E00151397,205.4
E00151398,1651.5
E00151399,195.6
E00151400,356.4
E00151381,2326
E00151385,540.3
E00151386,4377.9
E00151387,2136.8
E00151389,2632.4
E00151293,5898.1
E00151294,7327
E00151295,6466.7
E00151298,6611.6
E00151300,5046.2
E00151301,3781.1
E00151302,6514.4
E00151304,8125
E00168496,8611.1
E00168497,5481.7
E00151445,6422.4
E00151446,8385.3
E00151454,5141
E00151457,2333.6
E00151463,4612.3
E00151447,3667.1
E00151460,2125.8
E00151462,2229.7
E00179353,7328.1
E00179354,11050.4
E00179369,6511.6
E00179389,2305.3
E00179391,3988.3
E00151280,2278
E00151285,1908.8
E00151286,5744.2
E00151288,4302.9
E00151290,9732.4
E00151291,5553.4
E00151276,7059.9
E00151277,9615.4
E00151278,1166.6
E00151287,4104.8
E00151289,4811
E00151296,10201.5
E00151299,6507.9
E00151303,4208.5
E00179366,6159.9
E00179386,6152.3
E00179421,3552.9
E00151328,786.8
E00151331,2768.4
E00151332,4473.7
E00151334,10140.8
E00151336,8646.2
E00166331,4402.7
E00166333,2416.4
E00168502,3493.2
E00151326,1447.9
E00151327,1437.7
E00151340,1682.9
E00179352,899.6
E00151333,6886.4
E00166324,1190
E00179392,5167
E00179394,3357.9
E00151250,4501.8
E00151253,6144.6
E00151262,837.9
E00179403,1689.5
E00179409,5914.2
E00151330,744.5
E00151335,803
E00151338,3570.6
E00151339,2340.2
E00151448,3451.4
E00151451,2673
E00151452,4382.8
E00151455,1280.7
E00151456,3955.1
E00151449,2883
E00151458,5432.3
E00151459,3586.5
E00151461,2765.2
E00151464,4377.6
E00151494,240.2
E00179371,2079.6
E00179402,5526.3
E00179411,4620.3
E00179412,115
E00151488,128.8
E00151496,128.8
E00151497,52
E00151498,28.7
E00168503,98.2
E00151402,3997.9
E00151409,4889.3
E00151410,4430.4
E00151412,3738.9
E00151415,5791.4
E00151518,5236.6
E00151529,1506.8
E00151530,208
E00179381,1663.4
E00179416,2091.8
E00151517,2991.3
E00151519,2419.2
E00151522,3112.7
E00151523,1230.8
E00151526,3530.1
E00151520,1267.6
E00151524,3449.8
E00151525,2275.9
E00151527,4047.6
E00151528,4281
E00151546,104.5
E00151548,15.2
E00151550,50.1
E00151551,375.6
E00151552,636.5
E00151553,711.7
E00151556,38.6
E00151401,1512
E00151405,5533.8
E00151418,6068.2
E00151419,6018
E00151420,7533.3
E00151422,5591.9
E00151411,5774.3
E00151413,6380.3
E00151414,6550.9
E00151416,7283.2
E00151417,6252.4
E00151403,4765.9
E00151404,6740
E00151406,6570.8
E00151407,5652.2
E00151408,2916.7
E00151421,7626.1
E00151468,3337.6
E00151481,4092.8
E00151482,5088.3
E00151483,3810.1
E00151485,2297.7
E00151466,2960.5
E00151469,3971.8
E00151471,4202
E00151475,5128.6
E00151484,4182.1
E00151251,2929.1
E00151252,5335.5
E00151254,5322.6
E00151255,3806.5
E00151256,1033.4
E00151257,2946.8
E00151258,4480.2
E00151259,2818
E00151260,3848.2
E00151623,7827.3
E00151624,3875.9
E00151626,4782.6
E00151627,7365.9
E00151640,7070.7
E00151628,974.7
E00151629,5148.5
E00151630,5184.6
E00151631,2126.6
E00151633,2825.9
E00151621,3287.8
E00151625,896.6
E00151632,6894.9
E00151634,1063.3
E00151638,4335.4
E00151639,5747.9
E00151622,2754.5
E00151635,2253.9
E00151636,5572.4
E00151637,3316.7
E00151641,3827.2
E00151487,359.7
E00151489,1962.6
E00151490,1574.1
E00151491,123.8
E00151492,64.7
E00151493,222.5
E00166322,630.3
E00166325,751.4
E00151270,138.3
E00151271,25.1
E00151272,1729.3
E00151273,66.8
E00151274,35.8
E00151275,1326
E00179385,83.7
E00179404,26.3
E00151369,324
E00151370,139.5
E00151371,4948.1
E00151373,58.6
E00151374,24.8
E00151361,5183.2
E00151362,4196
E00151367,1307.7
E00151368,586.4
E00151372,4743.6
E00151360,20.1
E00151375,33.5
E00151377,595.9
E00151378,266.5
E00151379,27.1
E00151380,32.3
E00151363,368.3
E00151364,5917.3
E00151365,2004.5
E00151366,2808
E00151376,2178
E00151470,4414.8
E00151474,4443
E00151477,3923.9
E00151478,4272.7
E00151480,1065.6
E00151465,5934.3
E00151467,5127.7
E00151472,5348.8
E00151473,5711.5
E00151476,3794.4
E00151479,5282.2
E00151505,2082.8
E00151506,4054.1
E00151510,2737.4
E00151512,7916.7
E00151514,5039.6
E00166312,1934.1
E00166313,5717.3
E00166314,1737.2
E00151509,3449.9
E00151511,965.3
E00151513,5474
E00151515,1046.4
E00151516,382.1
E00166315,3825.4
E00166316,6146
E00151830,9.9
E00151831,25.1
E00151832,20
E00151833,13.3
E00151834,18.4
E00151835,42.7
E00151873,1992
E00151876,411
E00151877,4145.6
E00151878,11500
E00151882,2058.5
E00151890,5134.2
E00151892,6666.7
E00151903,623
E00151904,3339.3
E00151906,2787.6
E00151894,2610.2
E00151895,3351.5
E00151896,8862.3
E00151897,5289.9
E00151899,5992.3
E00151891,4449.2
E00151900,6882.5
E00151901,6708.5
E00151902,7587.8
E00151671,186.2
E00151672,4098.1
E00151673,1934.4
E00151674,2334
E00151675,388.7
E00151676,358.7
E00151681,1281.2
E00151684,52.1
E00151685,131.4
E00151686,804.9
E00151688,1737.2
E00151690,418
E00151677,4946.9
E00151678,3022.9
E00151679,5411.3
E00151682,4275.7
E00151683,4816.6
E00151693,3632.4
E00151862,22.5
E00151863,93.2
E00151864,99.8
E00151865,48.8
E00151866,37.4
E00151653,5843.3
E00151654,5802.7
E00151656,6862.4
E00151664,6170.7
E00151665,3860.4
E00151655,7546.6
E00151659,4828.2
E00151666,6690.5
E00151667,1291.7
E00151668,3128.8
E00151657,3945.9
E00151658,7952.6
E00151669,3797.8
E00151670,7748.8
E00151652,5501
E00151660,3779.1
E00151661,5202.3
E00151662,7286.1
E00151663,5363
E00151702,3866.8
E00151704,2782
E00151705,4688.5
E00151707,3950.5
E00151708,1786.8
E00151709,5270.9
E00151680,1858.5
E00151687,4118.6
E00151689,142
E00151691,6986.1
E00151692,2502.6
E00151694,2333.6
E00151695,1360.1
E00151696,163.2
E00151697,3894.9
E00151698,92.1
E00151699,2495
E00151701,4107.5
E00151711,2392.2
E00151712,1961.5
E00151714,1002
E00151715,3601.9
E00151716,752.4
E00151700,613.1
E00151703,536.9
E00151706,3769
E00151710,140.6
E00151713,4504.5
E00151875,12735.4
E00151879,14179.9
E00151880,6666.7
E00151881,2358.2
E00151884,8032.8
E00151886,15600
E00151887,3577.8
E00151893,6054.9
E00151898,159.5
E00151905,1245.5
E00151907,2594.6
E00151909,3526
E00151917,11390
E00151919,5423.7
E00151920,4904.3
E00151921,2267.8
E00151908,5504.6
E00151912,14163.4
E00151913,12500
E00151914,8977.3
E00151915,11521.7
E00151916,6692.7
E00151918,8640.4
E00151928,6666.7
E00151930,3594.4
E00151938,810.7
E00151939,5795.2
E00151940,13000
E00151941,6611.6
E00151806,1205
E00151809,986.7
E00151812,4662
E00172341,41
E00172342,115.5
E00172343,945.7
E00172344,3211.6
E00151805,1542.4
E00151808,866.7
E00151811,5566.8
E00151813,6895
E00151814,3194.1
E00151874,1153.4
E00151883,2831.7
E00151885,159.4
E00151888,2160
E00151889,3013.2
E00151910,3710
E00151922,457.9
E00151923,174.7
E00151924,453.3
E00151925,601.8
E00172338,141.6
E00172339,7151.9
E00172345,4372.5
E00151926,757.5
E00151929,5716.5
E00151931,2375.8
E00151932,2407.6
E00151937,165.4
E00151927,1705.4
E00151933,2926.1
E00151934,4368.3
E00151935,1401.1
E00151936,6506
E00151855,18
E00151858,16.5
E00151859,64.9
E00151860,268.1
E00172337,14
E00151867,21.5
E00151868,759.7
E00151869,38
E00151870,21.4
E00151871,295.9
E00151872,334.1
E00151942,30.1
E00151943,13.8
E00151944,15.9
E00151945,91.9
E00151946,12.8
E00151947,18
E00151948,20.7
E00151647,243.4
E00151648,71.9
E00151649,407.3
E00151650,57.5
E00151651,663.7
E00151717,65
E00151718,1596.3
E00151719,538.3
E00151720,1473.9
E00151724,909.4
E00151725,1851.6
E00151726,70.9
E00151727,3980.8
E00151728,1020.7
E00151729,2445
E00151730,694.2
E00151721,3510.6
E00151722,3647.6
E00151723,1582.7
E00151731,500.9
E00151732,2160.6
E00151738,448.3
E00151739,2787.8
E00151740,3150.7
E00151741,4209
E00151743,544.8
E00151742,4833.3
E00151744,4475.9
E00151745,1835.9
E00151746,3602.9
E00151747,6766.1
E00151807,337.8
E00151810,24.4
E00151815,637.4
E00151816,1115.7
E00151817,157.7
E00151819,17
E00151949,5164.6
E00151951,1374.4
E00151953,4120.2
E00151954,2465.2
E00151955,2951.2
E00151950,1185
E00151952,4885.5
E00151956,312.1
E00151959,4144
E00151960,4224.8
E00172340,136.1
E00151642,36.3
E00151643,722.5
E00151644,179.1
E00151645,1125.7
E00151646,16
E00151751,4595.8
E00151752,104.3
E00151753,1900.1
E00151755,174.8
E00151756,3756.3
E00151757,5634.3
E00151820,37.5
E00151821,56.2
E00151824,393.1
E00151828,82.1
E00151829,105.8
E00151822,549.4
E00151823,1712.8
E00151825,203.7
E00151826,35
E00151827,1517.3
E00151748,6363.6
E00151749,1324
E00151750,3032
E00151754,1864.4
E00151758,3071.3
E00151760,4218.8
E00151762,3399.1
E00151763,2791.2
E00151765,2692.3
E00151769,4146.6
E00151772,5000
E00151780,1689.6
E00151783,2406.9
E00180656,76.9
E00151773,4262.3
E00151775,2898.4
E00151781,3299.7
E00151782,2052.4
E00151785,3128.9
E00151787,3886.3
E00151733,69.9
E00151734,352.7
E00151735,211.7
E00151736,52.1
E00151737,46.5
E00151801,166.9
E00151802,35.4
E00151803,37.7
E00151804,2772.5
E00151837,1622.6
E00151845,2609.4
E00151846,3956
E00151847,3931.6
E00151849,5042.4
E00151851,3719.1
E00151836,2793.8
E00151838,363
E00151839,2938.9
E00151840,369.1
E00151841,3685
E00151843,277.2
E00151854,186
E00151842,733.4
E00151844,822.9
E00151848,2999.3
E00151850,1750.8
E00151852,3482.4
E00151853,5061.1
E00151759,1861.6
E00151761,50.9
E00151764,1489.1
E00151766,5065.9
E00151767,1496.7
E00151768,755.9
E00151770,5448.7
E00151774,2787
E00151776,849.1
E00151777,4912.6
E00151778,94.1
E00151784,1612.3
E00151786,3979
E00151791,987.4
E00151794,38.7
E00151797,89.1
E00151798,176.4
E00151788,1020.4
E00151789,4284
E00151796,3621.1
E00151799,3558.5
E00151800,6201.8
E00151790,632.9
E00151792,53.4
E00151795,2456
E00180733,3969.8
E00180740,8576.6
E00152091,3557.8
E00152093,5833.3
E00152094,6155.2
E00180670,3900.9
E00180732,5173
E00152085,3228.3
E00152102,2107.2
E00152103,2230.1
E00152105,4950.7
E00152086,1207
E00152097,3625.7
E00152100,757.8
E00152101,2146.3
E00152107,5815
E00152109,5091.8
E00152111,7469.6
E00152113,2123.6
E00152114,4033.1
E00152128,3305.8
E00152108,5365.1
E00152115,4124.6
E00152117,5898.8
E00152119,3615.6
E00152121,8123.5
E00152110,4980.4
E00152112,3532
E00152118,4537.7
E00152120,2086.6
E00180689,3495.8
E00180720,3254.6
E00180739,102.8
E00180746,3870.2
E00152037,8119.7
E00152038,2027.7
E00152039,1433.1
E00152044,915.7
E00152045,26071.4
E00152046,7464.8
E00152059,3741.7
E00152041,3629
E00152057,7947
E00152058,5877.6
E00180691,335.6
E00180697,726.9
E00152095,5311
E00152096,5085
E00152098,6654.6
E00152099,7083.3
E00152104,6620.1
E00152087,7485.5
E00152088,7315.6
E00152089,7952.5
E00152090,944.3
E00152106,1277.6
E00152122,4843.4
E00152124,5871
E00152125,6587
E00152126,8004.9
E00152127,10114.1
E00168395,3149.9
E00168396,1343.6
E00151964,8708.1
E00151967,629.1
E00151968,2074.7
E00151980,6838.2
E00180687,1481.7
E00180701,5888.9
E00180724,2241.9
E00151972,3363.8
E00151976,2806.1
E00151977,5609.2
E00151978,4878
E00151982,3808.8
E00168411,122.4
E00151961,5051
E00151962,5275
E00151973,5466.2
E00151974,4746.3
E00151971,2867.4
E00151979,7327.9
E00151984,5973.7
E00151985,3374.5
E00151986,7647.1
E00151988,6441.6
E00152062,4055
E00152064,3806.3
E00152067,5410.4
E00152080,7195.1
E00152081,5565.8
E00151963,5223.9
E00151965,4890
E00151975,3288.6
E00151981,5128.2
E00151983,5805.7
E00151987,6322.9
E00152022,2346.9
E00152025,6046.1
E00152026,6232.9
E00152027,4585.6
E00152029,7720.4
E00152013,4206.2
E00152024,6322.3
E00152028,3585.9
E00152030,6099.3
E00152031,4907.1
E00152017,3536.8
E00152018,2647.1
E00152019,6893.8
E00152020,5547.9
E00152021,5935.8
E00152075,1949
E00152076,6088.8
E00152077,4262.9
E00152078,6301.4
E00152011,5849.7
E00152014,2828.6
E00152016,6479.8
E00152032,6621.3
E00152042,616.5
E00152051,5798.5
E00152052,1553.7
E00152054,358.8
E00152055,4761.9
E00152056,6528.7
E00152034,3387.7
E00152040,7167.8
E00152043,6966.8
E00152047,2903.2
E00152048,770.9
E00152049,3497.1
E00152050,6279.9
E00152053,5812.4
E00168403,4816.8
E00168404,3843.3
E00168409,6893.6
E00168410,4752.9
E00151991,4944.7
E00151992,3119.3
E00152009,7592.6
E00152010,6397.5
E00151989,5206
E00151999,4632.7
E00152002,4981.4
E00152003,2781.9
E00152007,5598.7
E00151990,5199.4
E00151994,3160
E00151997,9413.1
E00152000,7177.1
E00151993,5524.6
E00151995,3843.3
E00151996,5367.5
E00151998,8413
E00152012,6175.8
E00152015,7343.8
E00152023,6617.3
E00152033,4843.8
E00152060,10526.3
E00152065,6294.9
E00152066,3446.8
E00152068,3349
E00152061,4007.4
E00152070,7351
E00152071,9341.7
E00152073,8491.1
E00152063,6866.4
E00152069,9906.3
E00152072,9282.6
E00152074,2134.7
E00152079,4429.9
E00152082,4813.2
E00152083,9148.9
E00152084,8811.2
E00152134,4863.9
E00152136,6769.2
E00152138,5536.9
E00152139,4811.9
E00152151,5839.6
E00152152,8823.5
E00152132,5486.3
E00152140,6027.1
E00152144,2954.4
E00152146,2379.3
E00152137,3499.4
E00152141,7573.3
E00152143,2205.9
E00152145,2489.8
E00152147,3619
E00152142,3433.1
E00152148,6279.5
E00152149,1447
E00152150,4781.4
E00152129,5339.3
E00152130,3562.9
E00152131,5326.3
E00152133,5042.4
E00152135,5762
E00152179,4646.8
E00152184,2226.1
E00152186,2906.5
E00152192,3933.8
E00152193,818.9
E00152153,5190.8
E00152157,6698.3
E00152158,5344
E00152159,5255.5
E00152160,3594.6
E00152162,984.2
E00152164,1237.2
E00180657,4585.7
E00152165,3152.2
E00152166,4631.7
E00152167,473.7
E00152155,4853.3
E00152168,5564
E00152169,4663.1
E00152170,4371.3
E00152171,4298.1
E00152172,5502.7
E00152154,1727.7
E00152156,3661
E00152173,2975.1
E00152174,4632.1
E00152001,1213.5
E00152005,6826.9
E00152006,4788.5
E00152008,3056.3
E00168399,3498
E00168400,7934.8
E00168402,2091.3
E00152185,5947.3
E00152188,4228.4
E00152190,4333.3
E00152194,2775.6
E00152195,8012
E00152196,3127.6
E00152175,1874.1
E00152176,5233.8
E00152197,5000
E00152198,7222.2
E00152177,1755.4
E00152181,6354.8
E00152182,6140.4
E00152183,5841.8
E00152199,5905.9
E00168397,4446
E00168398,4650.5
E00168405,5960.3
E00168406,4285.7
E00168407,503.2
E00168408,7542.9
E00152178,5798.2
E00152189,3532.8
E00152191,6455.7
E00168401,764.2
E00158221,2444
E00158222,317
E00158223,58.5
E00158224,1653.9
E00158225,87.8
E00158226,93.1
E00158216,119.5
E00158217,90.8
E00158218,660.4
E00158219,108
E00158220,44.9
E00158229,1321.8
E00158230,4814.8
E00158231,2455.9
E00158232,2057.8
E00186956,276.6
E00187001,263.7
E00158227,228.9
E00158228,7100
E00158233,5425.2
E00158234,4984.4
E00158235,1593.1
E00158236,4624.3
E00158243,5490.5
E00158245,7601.1
E00158246,5032.2
E00158247,6073.4
E00158248,2136.9
E00158238,799.6
E00158239,838
E00158240,1078.6
E00158241,2880.9
E00158242,5016
E00158244,194.4
E00158109,1844.1
E00158110,648.1
E00158111,105.1
E00158112,1045.1
E00158119,3876.5
E00158157,611.5
E00158160,153
E00158162,3552.4
E00158165,61.8
E00158166,7708.3
E00158158,4116.1
E00158159,839.8
E00158161,5950.1
E00158163,2459
E00158164,3289.6
E00158193,1611.9
E00158194,1785.7
E00158200,908.9
E00158201,512.9
E00158202,705.5
E00158203,1791.1
E00168277,26.2
E00168278,69.4
E00158196,249.7
E00158197,4636.4
E00158198,272.4
E00158199,1306.6
E00158071,5960.1
E00158072,2983.9
E00158073,4215.7
E00158075,10929.2
E00158076,1352.3
E00158077,9925.1
E00158078,1715.7
E00158074,9318.2
E00158080,6318.3
E00158081,6434.8
E00158082,6498.6
E00158083,7086.2
E00186897,3673.7
E00186921,4191.6
E00158084,716.7
E00158085,5801
E00158086,2734.2
E00158091,3444.6
E00158093,3876.5
E00158094,1226.9
E00158087,1015.8
E00158088,6412.4
E00158089,6285.7
E00158090,498
E00158092,7390.1
E00158095,3957.6
E00158096,1589.7
E00158098,4464.9
E00158099,2943.4
E00158097,2379.3
E00158102,5400
E00158103,1670.1
E00158106,104
E00158100,53.5
E00158101,560
E00158104,2093.5
E00158105,6818.2
E00158107,3409.1
E00158145,1946.5
E00158146,1906
E00158147,55.6
E00158148,5496.2
E00158152,51.8
E00158156,27.1
E00158151,35.1
E00158153,53.1
E00158154,248.1
E00158155,175.5
E00168279,40.5
E00158205,5958.8
E00158207,1325.8
E00158208,4704.9
E00158209,1740
E00158210,2422.6
E00158212,1147
E00158204,4724.8
E00158206,4472.9
E00158211,145.7
E00158213,4751.5
E00158214,5695.5
E00158215,2719.3
E00158055,98.5
E00158056,1138
E00158057,1056.8
E00158058,1328.1
E00158065,1008.9
E00158068,168.3
E00158051,3186.9
E00158052,51.3
E00158053,520.9
E00158054,3350.5
E00158117,360.1
E00158118,477.6
E00158120,563
E00158121,26.3
E00186869,1328.9
E00187020,5232.8
E00158108,800.6
E00158113,3122
E00158114,93.2
E00158115,13
E00158181,396.4
E00158182,4940.6
E00158188,3206.5
E00158189,2390.5
E00158190,6757.3
E00158179,66.2
E00158180,1156.9
E00158183,7760
E00158184,99.1
E00158185,225.8
E00158186,1486.8
E00158187,2044
E00158191,1251.8
E00158192,5419
E00158122,4257.4
E00158123,5711.7
E00158124,5879
E00158127,36.7
E00158129,5061
E00158130,1917.9
E00158125,5698.2
E00158126,213.7
E00158128,260.5
E00158131,6157.5
E00158132,7196.3
E00158133,6787.4
E00158134,5190.5
E00158137,597.2
E00158138,6112.9
E00158139,3578.8
E00158140,1665.5
E00158141,2160.7
E00158135,4219
E00158142,4352.6
E00158143,6092.6
E00158144,51.4
E00186910,4282.2
E00186930,306.8
E00158250,672.8
E00158251,7021.3
E00158253,1203.5
E00158254,996.5
E00158256,4074.8
E00158258,5000
E00158249,5161.3
E00158252,2538.9
E00158255,3666.7
E00158257,3596.1
E00158259,3736.8
E00158260,339.6
E00158062,7445.3
E00158063,893.7
E00158064,8086.4
E00158066,369.8
E00158067,1150.7
E00158069,2256.4
E00158059,2755.8
E00158060,200.1
E00158061,80
E00158070,53.5
E00158167,27.5
E00158168,158.5
E00158169,128.5
E00158173,85.3
E00158174,166.2
E00158170,149.5
E00158171,868.1
E00158172,40.8
E00158175,11.5
E00158176,23.4
E00158177,42.7
E00158178,127.3
E00158582,545.5
E00158583,4347.1
E00158595,4000
E00158596,1379.6
E00158597,2637.6
E00158581,4107.1
E00158584,4754.5
E00158600,549.5
E00158585,4807.7
E00158589,3560.8
E00158602,6949.8
E00158603,1087.3
E00158604,5281.8
E00158586,5959.6
E00158587,9397
E00158590,5677.7
E00158591,5487.1
E00158592,1066.1
E00158593,2224
E00186916,4992.5
E00186952,761
E00186981,5614.3
E00186984,489.7
E00187006,899
E00187009,2211.3
E00158588,3278.5
E00158598,2895.5
E00158599,4269.2
E00158601,5131.1
E00186949,285.5
E00158416,804.4
E00158417,5157.3
E00158418,5565.1
E00158420,3564.5
E00168284,7004.4
E00168288,3828.7
E00158401,4839.2
E00158404,7307.7
E00158419,4933.8
E00158421,5702.6
E00158423,5195.2
E00158403,3790.5
E00158408,5426.5
E00158413,4835.8
E00158414,5413.6
E00186888,418.5
E00186902,7962.5
E00186958,1093.8
E00158402,8501
E00158405,4672.9
E00158407,6761
E00158412,4684.1
E00186912,14902
E00158400,5520.8
E00158406,4115.6
E00186959,3281.7
E00187002,9335.2
E00187008,15159.8
E00158535,5156.7
E00158536,1176.2
E00158538,2175.3
E00158543,5767.1
E00158537,4676.8
E00158540,4742.8
E00158542,3001
E00158553,3354.6
E00158539,1086.8
E00158541,1400.5
E00158554,3431.6
E00158555,3426.1
E00158545,2313.7
E00158546,1894
E00158547,4608.8
E00158548,1866
E00158551,2512.3
E00158549,3156.1
E00186886,4016.6
E00186906,5797.1
E00186963,5911.6
E00187003,1827.6
E00158544,1916.2
E00186868,624.6
E00186874,431.5
E00186990,1890.6
E00158450,2914
E00158452,4984.7
E00158459,5470.1
E00158464,4811.2
E00158469,3378.2
E00158448,5198
E00158451,2386.4
E00158460,5476.2
E00158463,4304.5
E00158457,892.2
E00158461,5429.5
E00158462,151
E00158465,1900.8
E00158466,1389.1
E00158455,3088.4
E00158456,4007.5
E00168285,5200
E00168286,4955.8
E00168287,4172.2
E00168289,6166.2
E00168290,2673.9
E00168303,4002.5
E00158449,3891.4
E00158458,5587.7
E00158467,6219.7
E00158468,6611.7
E00158261,2148.4
E00158262,7660.4
E00158264,3219.3
E00158266,3603.5
E00158268,1279.6
E00158285,11750
E00158278,1841.7
E00158279,3998.3
E00158280,2854.3
E00158281,5122.8
E00158282,6359.7
E00158265,4105.7
E00158269,6268.3
E00158274,5666.1
E00158284,5322
E00158286,4441.9
E00158263,8976.6
E00158267,10748.3
E00158273,4646.2
E00158277,14410.6
E00158283,6672.9
E00158270,15182.5
E00158271,13302.5
E00158272,8181.8
E00158275,10970.5
E00158276,12058.8
E00158330,7418.6
E00158333,1309.6
E00158335,2084.5
E00158336,4161.7
E00158339,9768.5
E00158334,2063.4
E00158337,5952.4
E00158344,6037
E00158347,7171.2
E00158352,8405.3
E00158340,6180.4
E00158341,5900.5
E00158343,10620.4
E00158345,1610.3
E00158353,4012.3
E00158338,5476.2
E00158342,7357.5
E00158346,4382
E00158348,6487.8
E00158349,6848.9
E00158331,5330.9
E00158332,6747.2
E00158350,7161.6
E00158351,4094
E00158354,6069.5
E00158491,2371.6
E00158492,5364.6
E00158498,5378
E00158501,286.5
E00158506,8076.2
E00158495,2923.4
E00158505,5640.4
E00158509,5317.2
E00158512,5165.3
E00158497,3273.9
E00158499,8350
E00158502,5947.7
E00158504,7360.4
E00158508,7243
E00158493,6927.6
E00158500,7731.5
E00158503,6800.8
E00158507,5749
E00158494,8427.3
E00158496,6281.2
E00158510,10758.6
E00158511,7870.4
E00158288,4482.8
E00158291,8630.1
E00158295,7767.9
E00158297,6260.9
E00158292,2991.2
E00158299,3832.5
E00158300,4813.3
E00168281,5843.4
E00168291,3462.9
E00168295,4823.7
E00186896,3161.8
E00186922,9867.5
E00186967,1758.9
E00158289,363.3
E00158293,6263.7
E00168280,622.8
E00168282,1435.9
E00168283,131.8
E00168297,46.5
E00158287,5980.1
E00158290,6878.3
E00158294,6247.2
E00158302,6851
E00158303,5831.4
E00158616,10863.8
E00158617,15271.6
E00158619,12507.2
E00158621,4676.7
E00158622,4114.7
E00158606,1380.5
E00158624,1330.9
E00158625,1435.5
E00158626,6684.5
E00158627,3909.4
E00158607,1571.6
E00158608,4907.1
E00158610,2213.6
E00158623,3837.7
E00158605,4236.4
E00158609,4384.8
E00158611,5527.6
E00158628,148.8
E00158612,2949.5
E00158613,9103.6
E00158614,11195.7
E00158615,7586.2
E00158618,1523.6
E00158620,8770.1
E00158311,3464.2
E00158312,5711.3
E00158313,6307.4
E00158315,10433.2
E00158317,9469
E00158310,3842.6
E00158314,7330.3
E00158316,3722.8
E00158318,6822.9
E00158319,3694.2
E00158320,4567.9
E00158321,5285.7
E00158322,3176.4
E00158323,5425.2
E00158324,2480.9
E00158326,6994.9
E00158304,5323.7
E00158305,6442.6
E00158306,5828.6
E00158327,7305.8
E00158329,6675.2
E00158307,1336
E00158308,1548.8
E00158309,6039.8
E00158325,1570.8
E00158328,3981
E00158629,3726.7
E00158630,5367.6
E00158644,345
E00158645,3299.2
E00158648,4703.6
E00158646,1585.5
E00158647,892.2
E00158649,4975.4
E00158650,5550.9
E00158631,5530.1
E00158633,4080.1
E00158635,4411.3
E00158636,4992
E00158651,4505
E00158632,4771.7
E00158634,4090.9
E00158637,120.5
E00158638,3025.5
E00158639,3206.8
E00158640,3278.5
E00158641,5534
E00158642,808.1
E00158643,2136.1
E00158574,4270.1
E00158575,6127
E00158576,7247.7
E00158577,6933.6
E00158579,2116
E00158559,4678
E00158560,2090.3
E00158561,2256.5
E00158578,2008.4
E00158580,4356.2
E00158556,11194
E00158563,8012
E00158564,9633.7
E00158565,9588.6
E00158557,697
E00158558,96.1
E00158566,6702.4
E00158568,5456.4
E00158572,4340.7
E00158562,3261.4
E00158567,3793.6
E00158569,6171.1
