OA,ts006_0001
E00141030,5034.5
E00141032,4856.4
E00141018,4274
E00141019,1938.4
E00141023,4793.6
E00141024,704.1
E00141028,5991.2
E00141168,4410.9
E00141170,5708.4
E00141171,3711.3
E00141175,5253.2
E00189855,4255
E00189875,3649.5
E00141167,3691.1
E00141177,3527.3
E00141179,6347.8
E00141182,4312.6
E00141185,1319.8
E00141166,5176.8
E00141172,7542.9
E00141173,4501.9
E00141174,9084.2
E00141176,4857.7
E00141178,3325.2
E00140905,1451
E00140907,4921.1
E00140908,5356.5
E00140913,6539.3
E00140920,130.1
E00140928,2006.2
E00140929,298
E00140930,6220.3
E00140932,5365
E00140934,4246.6
E00140923,446.7
E00140924,2332.2
E00140931,3648
E00140933,3059.2
E00140935,605.3
E00141087,223.2
E00141088,71.6
E00141089,57.1
E00141095,13.3
E00140805,8606.6
E00140807,2295.9
E00140815,1237.9
E00140817,1620.6
E00140820,3597.1
E00140802,6566.1
E00140809,6805
E00140810,7656.9
E00140812,5562.6
E00140813,1540.2
E00140845,9963.4
E00140847,13672.3
E00140848,6897.6
E00140849,4770.6
E00140852,8506.9
E00140841,5994
E00140846,6798
E00140850,5288
E00140851,11528.9
E00140854,14842.8
E00140859,2511.1
E00141020,11943.5
E00141026,7062.1
E00141029,3934.4
E00141031,9313.4
E00141261,459.2
E00141265,2985.2
E00141266,3803.4
E00141267,5699.5
E00141268,3961.2
E00141275,4140.6
E00141278,5633.8
E00140811,6252.8
E00140814,5170.2
E00140819,8171.8
E00171027,5219.8
E00140803,5488.7
E00140804,7325.3
E00140808,5275.7
E00140816,6257.7
E00140818,7556.1
E00141205,1549.6
E00141207,13333.3
E00141208,5302
E00141211,1666.7
E00189853,9627.1
E00189897,1034
E00141203,5729.9
E00141206,3123
E00141210,8765.8
E00141212,7321.1
E00189823,4108.3
E00189852,3872.5
E00141198,3900.5
E00141213,2953.7
E00141215,3692.5
E00141216,4290.4
E00141217,6039
E00141199,17262.6
E00141200,8663
E00141201,17487.7
E00141202,3892.7
E00141214,3799.1
E00140832,4949.3
E00140833,1410.5
E00140834,13817.4
E00140835,10000
E00140837,9551.3
E00140826,2668.8
E00140827,2020.2
E00140828,1625.1
E00140831,3083
E00140842,3195.3
E00140853,10927.4
E00140855,11930.5
E00140856,7821.1
E00140857,9794.5
E00140858,13689.8
E00140970,3518.5
E00140971,2375.4
E00140972,6214.1
E00140973,5766.7
E00140974,12838.4
E00140957,14210.5
E00140958,14058
E00140960,5047.5
E00140961,3679.8
E00140964,3015.2
E00140975,4764.9
E00140954,9326.9
E00140955,4526.1
E00140962,9157.3
E00140963,20260.9
E00140965,16369.4
E00140989,3009.2
E00140990,3267.4
E00140991,4242.9
E00140992,70.8
E00140994,312.1
E00140986,34.5
E00140987,142.7
E00140988,15.5
E00140993,25.9
E00140995,22.3
E00141046,136.9
E00141047,49.9
E00141050,93.2
E00141053,182.1
E00141054,60.8
E00141048,94.2
E00141051,25.7
E00171018,56.8
E00171020,39.6
E00189892,457.5
E00189915,3918.5
E00141084,17
E00141085,24.7
E00141086,13.4
E00141090,31.7
E00141091,59.3
E00141092,144.2
E00141093,129.5
E00141094,30
E00140866,4080.3
E00140870,273.2
E00140873,1117.6
E00140879,2539.8
E00140881,6473.8
E00140867,2521.7
E00140868,867.7
E00140876,5520.6
E00140878,3789.8
E00140880,4907.9
E00140863,6235.3
E00140869,4410.4
E00140871,6039.2
E00140872,294.6
E00140864,581.9
E00140865,1886.1
E00140874,2563.4
E00140875,3742.7
E00140877,3446.7
E00141055,3431.9
E00141057,6848.7
E00141058,2669.7
E00141059,5124.3
E00141061,3131.5
E00141220,1665.8
E00141229,5074.4
E00141231,2157.1
E00141232,1299.1
E00140976,59.1
E00140977,311.6
E00140980,85.3
E00140981,61
E00140982,33.1
E00141041,473.2
E00141044,394.5
E00171026,35
E00141240,28.8
E00141244,38.8
E00141245,14.8
E00141246,29.6
E00141247,13.4
E00141236,18.4
E00141237,39.5
E00141238,21
E00141239,5.9
E00141241,9.7
E00141242,21.6
E00141243,40
E00141248,31.5
E00140840,2534.9
E00140843,5479.1
E00140844,3370.6
E00140860,4552.8
E00140861,4680.1
E00140862,6224.9
E00140956,5133.3
E00140959,2063.7
E00140966,2379.2
E00140967,12544.6
E00140968,7192.4
E00140969,2490.2
E00141222,5390.5
E00141223,4517.3
E00141233,6062.1
E00141234,11476.5
E00141235,1541.3
E00141219,7142.9
E00141224,7940.3
E00141226,4529.5
E00141227,3803.8
E00141228,3714.9
E00141218,4321.9
E00141221,2939.7
E00141225,4685.2
E00141230,809.4
E00140822,3104
E00140823,4964.8
E00140836,5299.7
E00140838,4685.9
E00140839,778.3
E00140824,221.4
E00140825,2774.2
E00140829,398.1
E00140830,1883.7
E00141056,2679.6
E00141060,3969.5
E00141062,1739.4
E00141065,830.7
E00141072,11287.6
E00141147,2039.2
E00141148,2035.3
E00141157,1966.9
E00141158,528.1
E00141159,2510.8
E00141149,5635.7
E00141151,7506.4
E00141161,2186.9
E00141162,8004.5
E00141164,9967.4
E00141152,2612.5
E00141153,2560.9
E00141160,4618.5
E00171016,6769.5
E00171017,7010.8
E00171028,3347
E00141150,3458.1
E00141155,1748.3
E00141156,5113.3
E00141163,5545.2
E00141165,965.9
E00141066,1661.3
E00141067,1940.8
E00141068,206.4
E00141069,3068.4
E00141063,616
E00141064,367.1
E00141070,251.2
E00141071,1350.7
E00141186,36.6
E00141187,32.4
E00141194,3673
E00141195,556
E00141196,46.3
E00141197,447.4
E00141188,287.8
E00141189,34.6
E00141190,332
E00141191,18.4
E00141192,335.4
E00141193,3038.9
E00141286,635.9
E00141287,28.7
E00141288,513.9
E00141289,30.1
E00141290,43.5
E00141325,324.1
E00141326,7.9
E00141327,19.6
E00141328,117.2
E00141329,66.3
E00141331,15.5
E00141332,34.6
E00141333,27.3
E00141334,33.7
E00171336,14.1
E00141369,55.5
E00141370,20.2
E00141371,89.1
E00141372,51.4
E00141378,632.2
E00141379,24.8
E00141380,13.5
E00141381,106.1
E00141382,23.2
E00141383,15.7
E00141384,17.9
E00141385,58.2
E00141386,16.1
E00141387,25
E00141388,22.8
E00141401,3811.9
E00141402,5395.6
E00141403,7862.4
E00141404,5595.6
E00141405,6834.5
E00141399,1317
E00141400,4545.5
E00141406,3665.6
E00141407,5275.1
E00141409,3802.2
E00141410,3565.6
E00141413,1781.3
E00141415,2739.2
E00141416,2114.6
E00141408,2529.7
E00141411,4777.2
E00141412,2846.2
E00141414,4577.1
E00141417,50.7
E00141423,1876
E00141424,2408.8
E00141425,2722.4
E00141418,1496.6
E00141419,1510.1
E00141420,6051.7
E00141421,480.3
E00141422,3662.4
E00141426,1754.5
E00141296,43.3
E00141302,18.8
E00141303,257.1
E00141304,1580.8
E00141305,25.6
E00141297,702.8
E00141298,581.4
E00141299,3900.4
E00141300,494.9
E00141301,3076.9
E00141307,465.2
E00141309,2322.6
E00141310,5253.1
E00189799,141.7
E00141306,4797.3
E00141311,1007.9
E00141312,325.1
E00141313,2889.9
E00141314,3179.7
E00141316,2762.3
E00141318,3954.9
E00141319,3102.5
E00141320,4721.8
E00141322,4000
E00141431,5592.9
E00141433,293.8
E00171341,1033.2
E00171346,569.2
E00189795,359.3
E00141427,4519
E00141428,2581.8
E00141429,2548.6
E00141430,347
E00171337,1646.7
E00171340,125.1
E00171347,4271.2
E00171351,1861.9
E00189856,262.6
E00189887,3482.7
E00141341,2375.4
E00141343,850.9
E00141344,3060.6
E00141346,194.5
E00141348,188.7
E00141349,145.9
E00171333,3147.1
E00171350,2254.6
E00141317,5297.4
E00141321,2041
E00141324,4260
E00171342,6958.5
E00189807,160.6
E00171343,2026
E00189800,215.7
E00189818,5862.1
E00189868,3053.9
E00189908,1129.4
E00141280,343.3
E00141281,9.4
E00141282,42.1
E00141283,21.5
E00141284,4.9
E00141285,14.1
E00141336,466.7
E00141337,320.4
E00141338,3.1
E00141339,991.5
E00141340,3
E00141389,8.7
E00141390,3.8
E00141393,22.6
E00189801,6.2
E00141394,3.5
E00141397,15.6
E00141398,833.6
E00189802,3.3
E00141435,4.5
E00141436,11.8
E00141437,7.8
E00141438,2.2
E00141291,29.8
E00141292,10.2
E00141293,15.8
E00141294,12.8
E00141295,17.3
E00141350,17.3
E00141352,60.6
E00141353,62.2
E00171335,52.9
E00171352,9714.3
E00171353,1329.4
E00141362,16.5
E00141363,6.1
E00141364,33.2
E00141365,60.2
E00141366,30.5
E00141367,32.6
E00141368,18
E00141373,6.2
E00141374,69.7
E00141375,626.9
E00141376,59.5
E00141377,8.8
E00141356,2147.6
E00141359,2722.6
E00141360,44.1
E00189849,617.4
E00189903,712.1
E00141354,83.8
E00141355,1404.9
E00141358,190.6
E00141361,2318.2
E00141452,6.8
E00141453,68.8
E00141454,57.4
E00141455,20.4
E00141456,13
E00141457,37.6
E00141458,23
E00141459,4.4
E00141460,3.6
E00141461,21.1
E00141462,11.4
E00141463,5.5
E00170108,9.8
E00141501,26.5
E00141504,987.2
E00141505,452.4
E00141506,1772.9
E00141509,319.4
E00141510,33.1
E00141499,585.6
E00141500,1954.2
E00141502,4170.7
E00141503,4201.1
E00141507,5856.4
E00141508,5813.5
E00141554,2157.2
E00141556,1620.8
E00141557,157.3
E00141558,2529.5
E00141559,1568.5
E00141560,1013
E00141563,1279.2
E00141553,15.7
E00141555,3717
E00141561,3901.6
E00141562,4939.1
E00141564,4282
E00141565,179.1
E00141566,1098.4
E00141567,2301.9
E00141568,670.9
E00141575,768.2
E00141576,71.8
E00189803,23.2
E00141569,3768.7
E00141570,4727.3
E00141573,2723.9
E00141574,2945.7
E00141577,5600
E00141578,5018.6
E00141618,12.1
E00141619,200
E00141620,602
E00141621,1085.8
E00141622,23.1
E00141624,1511.3
E00141625,3722.8
E00141614,7.6
E00141615,22.9
E00141616,18.7
E00141617,6.7
E00141623,12.6
E00141626,20.4
E00141447,130.6
E00141448,756.4
E00141449,15
E00141450,21.5
E00141451,16.8
E00170106,53.7
E00170109,80.7
E00141480,6.6
E00141481,262.1
E00141482,2.4
E00141489,22.6
E00141490,248.1
E00141491,8
E00141492,5.8
E00189866,12.9
E00189876,43
E00141484,2572.8
E00141485,3286.7
E00141486,49.6
E00141487,2917.2
E00141488,1455.5
E00141607,31.2
E00141608,40.2
E00141609,16.3
E00141610,26.7
E00141611,12.1
E00141612,26.6
E00141613,33.6
E00141469,21
E00141474,46.9
E00141476,15.3
E00170107,9.8
E00141579,16.7
E00141580,950.3
E00141581,522.1
E00141582,40
E00141583,1470.1
E00141584,14.7
E00141585,12.4
E00141593,13.4
E00141594,12.7
E00141595,16.8
E00141596,955.3
E00141597,281.8
E00141598,27.4
E00141599,91.7
E00141627,14.7
E00141628,10.4
E00141629,19.3
E00141630,7
E00141631,29.7
E00141632,11.1
E00141439,42
E00141440,17.4
E00141441,62.1
E00141442,21.2
E00141443,42.9
E00141444,161.8
E00141445,93.4
E00141466,16.4
E00141468,26.4
E00141470,8.9
E00141471,23.2
E00141473,66
E00141475,18
E00141477,251.8
E00141478,98.2
E00141479,41.2
E00141493,21.7
E00141494,24.3
E00141495,34.8
E00141496,51.7
E00141497,88.7
E00141498,10.2
E00141588,58.5
E00141589,64.9
E00141590,23.1
E00141591,53
E00141592,21
E00189804,17.7
E00141600,42.2
E00141601,24.6
E00141602,414
E00141603,422.6
E00141604,7.5
E00141605,626.2
E00141606,57.8
E00141514,508.1
E00141522,21.3
E00141523,153.9
E00141524,1313.3
E00141525,5083.9
E00141526,3160.6
E00141527,2791.3
E00189839,4331.8
E00189847,4984.9
E00189859,2135.6
E00189884,6004.8
E00141541,1946.4
E00189812,6447.4
E00189828,2460.8
E00189873,10625
E00189874,126.9
E00141511,3151.4
E00141515,3759.2
E00141516,1790.1
E00141517,1658.7
E00141519,2150.3
E00141528,3630.9
E00141531,3189.6
E00141532,4008.4
E00141534,6673.3
E00141535,6851.5
E00141512,406.3
E00141518,2783.5
E00141520,877.1
E00141521,402
E00141529,2360.2
E00141530,5658.7
E00141533,260
E00141536,6397.4
E00141537,6195
E00141538,3861.8
E00141539,6184.5
E00141542,5776.6
E00141543,53.6
E00141544,4177
E00141545,8269.7
E00141546,2904
E00141547,2637.7
E00141548,2289.6
E00141549,3834.8
E00141550,896.8
E00141551,3137.5
E00141552,366
E00141813,3803.6
E00141816,5362.3
E00141819,5063.1
E00141821,5470.2
E00141823,4491.2
E00141814,5970.4
E00141815,799.9
E00141817,1926.2
E00141818,4645.4
E00189827,929
E00189910,4376.2
E00141984,4606
E00141985,7050.5
E00141986,4116.2
E00141988,3197.2
E00141998,1066.5
E00141983,4713.9
E00141987,2656.3
E00141989,725.2
E00141990,9366.2
E00141991,3913
E00141992,5628.7
E00141993,6213
E00141994,5847.5
E00141995,4551.7
E00141996,3750
E00141997,1724.7
E00141682,9.2
E00141683,37.9
E00141684,12.6
E00141685,45.6
E00141686,846.2
E00141687,11.5
E00141688,3.7
E00141726,4.2
E00141727,25.2
E00141736,17.9
E00141737,429.6
E00141740,56.3
E00141828,4085.1
E00141829,220.8
E00141830,822.7
E00141831,89.3
E00141832,1559.5
E00141833,68.4
E00141834,1567.7
E00141839,7.5
E00141827,56.5
E00141835,22.9
E00141836,103.8
E00141837,15.7
E00141838,22.9
E00141840,12.3
E00141812,2697.3
E00141822,1699.7
E00141824,3536.6
E00141825,518.7
E00141826,116.1
E00141956,2274
E00141960,6873.7
E00141961,2480.2
E00141967,414.7
E00141968,4926.5
E00141954,9552.2
E00141958,9336.1
E00141959,843.7
E00141965,390.4
E00141966,4632.9
E00141969,10292.4
E00141955,497.5
E00141957,5914.5
E00141962,8385.4
E00141963,1811.3
E00141964,1079.3
E00141731,16.9
E00141733,700
E00141734,278
E00141738,4.3
E00141739,103.9
E00141741,9.7
E00141728,800.3
E00141729,2506.8
E00141730,280.3
E00141732,1567.4
E00141735,5212.1
E00141805,1420.9
E00141806,1293.2
E00141807,99.6
E00141808,261.8
E00141809,177.5
E00141810,185
E00141811,30.9
E00141910,5.7
E00141911,6.2
E00141918,1979.6
E00141923,39.8
E00141924,23.6
E00141781,114
E00141782,974
E00141783,1146
E00141784,41.4
E00141785,15.4
E00141786,7.2
E00141787,69.9
E00141788,58.7
E00141842,3982.9
E00141848,2487.9
E00141852,4281.5
E00141855,6100
E00141856,5177.3
E00141857,3894.9
E00141843,5179
E00141854,4145.7
E00141858,2001.6
E00141859,6343.7
E00141860,3691.1
E00141844,888.5
E00141845,3432.1
E00141846,5055.3
E00141861,1379.6
E00141862,2792.1
E00141841,627.6
E00141847,2256.7
E00141849,6028.8
E00141850,4382.7
E00141851,6493.5
E00141853,6444
E00141912,1771.6
E00141913,3350.2
E00141915,1909.5
E00141921,3921.2
E00189842,408.6
E00189863,210.8
E00141916,1575.9
E00141917,1644.2
E00141919,3539.9
E00141920,386.4
E00141922,2298.9
E00141633,9065
E00141634,8675.5
E00141646,571
E00141647,5666.7
E00141648,7613.6
E00141650,6735.4
E00141635,12235.3
E00141636,3838.4
E00141637,9535.9
E00141638,9913.3
E00141639,3931.7
E00141649,5743.7
E00141864,2493.6
E00141867,9685.5
E00141871,9612.1
E00141872,12083.3
E00141873,12874.3
E00141874,14328.4
E00141863,11194.7
E00141865,13925.6
E00141866,7953.4
E00141868,1516.3
E00141869,1159.6
E00141870,1031
E00141875,17309.4
E00141876,15740.7
E00141877,1587.1
E00141878,2652.7
E00141880,8050.8
E00141883,4514.5
E00141884,1423.5
E00141885,2684.2
E00141879,7587.9
E00141881,7446.8
E00141886,3428.2
E00141887,5804.9
E00141888,2096.6
E00142001,2527.4
E00142002,6170.6
E00142003,4495.7
E00142005,4098.1
E00142013,3337.7
E00142000,10880.8
E00142009,9738.6
E00142010,5826.8
E00142011,3624.7
E00142012,3982.1
E00141668,9401
E00141674,10594.1
E00141675,8143.9
E00141676,16781.6
E00141678,13333.3
E00141669,16519.3
E00141670,9029.1
E00141679,13457.4
E00141680,15660.4
E00141681,15720.9
E00141666,13778.8
E00141667,7576.8
E00141671,4821.7
E00141672,7434.4
E00141673,11910.1
E00141677,14829.3
E00141882,5213.4
E00141889,13205.7
E00141890,12035.4
E00141891,14238.1
E00141892,6412.4
E00141939,10497.2
E00141941,8105
E00141944,11900.5
E00141948,5413.3
E00141952,5354.5
E00141742,4337.2
E00141747,497.4
E00141749,3838.8
E00141750,3402.3
E00141753,1041.7
E00141745,2764.9
E00141746,12097.4
E00141748,1011.9
E00141756,7774.6
E00189858,4525.5
E00189895,2079.7
E00189911,389.1
E00141744,5444
E00141751,9868.9
E00141752,13113.2
E00141754,5673.9
E00141755,7624.3
E00141940,4899
E00141946,8690.5
E00141947,11098.5
E00141949,11410.3
E00141953,12991.1
E00141942,2569.1
E00141943,4856.2
E00141945,2769.6
E00141950,2283.2
E00141951,4281.3
E00141999,4274
E00142004,3750
E00142006,742.9
E00142007,5164.4
E00142008,150.3
E00141640,7685.5
E00141641,10038
E00141642,2755
E00141643,3058.5
E00141644,2294.4
E00141645,4267.2
E00141895,11259.3
E00141900,10561.2
E00141901,7275.7
E00141902,7407.4
E00141903,10666.7
E00141909,8365.8
E00141899,3838.7
E00141904,9519.7
E00141905,8597.6
E00141906,2485.9
E00141907,2029.7
E00141893,2160
E00141894,11496.1
E00141896,7359.1
E00141897,10099
E00141898,16369.9
E00141908,4951.8
E00141970,1458.6
E00141971,9134.8
E00141972,4412.4
E00141973,1404.7
E00141974,5901.6
E00141975,226
E00141977,2823.1
E00141982,8533.3
E00141653,149.5
E00141654,5600.9
E00141656,61.6
E00141659,89.2
E00141660,34.8
E00141651,1714.8
E00141652,4003.2
E00141655,1762.5
E00141657,4057.1
E00141658,3856.7
E00141661,1503.2
E00141662,3597.2
E00141663,3481.8
E00141664,3359.7
E00141665,444.9
E00141713,3291.5
E00141721,4558.3
E00171030,5063.8
E00171032,2620.3
E00171035,1849.5
E00189811,4750
E00189893,5197.1
E00189900,6738.7
E00141976,193.1
E00141978,1140.4
E00141979,460.1
E00141980,479.3
E00141981,3222.5
E00141710,3216.8
E00141716,2061.1
E00141717,4198.5
E00141719,1928.7
E00171029,4222
E00141712,4842.5
E00141720,349.3
E00141723,4019.5
E00189809,4267.6
E00189820,535.3
E00189846,11065.1
E00189883,5557.9
E00141708,9675
E00141711,3806
E00141724,4217
E00141725,8193.9
E00141929,3203.3
E00141931,2724.1
E00141932,1948.2
E00141933,3223.2
E00141938,662.8
E00141926,1838.5
E00141927,2297.5
E00141934,1899.9
E00171031,3026.3
E00171034,62.2
E00171036,473.5
E00141691,370.7
E00141697,23.9
E00141702,4579.7
E00141704,59.2
E00189806,14.9
E00141689,46.8
E00141698,317.1
E00141699,268.1
E00141700,373.5
E00171033,10.7
E00141692,5507.8
E00141693,2693.4
E00141694,92.2
E00141695,70.1
E00141696,5305.3
E00141703,104.9
E00141925,54.8
E00141928,1180
E00141930,70
E00141935,181.4
E00141936,3448.3
E00141757,3763.3
E00141762,286.2
E00141766,5415.5
E00141768,297.6
E00141778,5303
E00141779,7557.5
E00141780,4233.6
E00141763,3001.1
E00141764,3189.2
E00141765,364.8
E00141769,4541.4
E00141777,1987.5
E00189838,1244.1
E00189882,3039.2
E00141758,3445.5
E00141760,4351.1
E00141770,208.2
E00141771,3932.9
E00141772,4532
E00141773,2934.2
E00141759,6436.8
E00141761,2559.8
E00141774,1686.6
E00141775,6565.9
E00141776,6419.4
E00141789,125.4
E00141797,5653.3
E00141800,2958.8
E00141802,12.1
E00141804,26.8
E00141791,4260.7
E00141792,742.1
E00141796,1750
E00141798,4424.1
E00141799,997.4
E00141801,4226.4
E00141790,23.7
E00141793,3545.6
E00141794,2607.8
E00141795,277.2
E00141803,42
E00142238,2067.9
E00142244,1767.2
E00142246,2414.1
E00142247,4351.9
E00142249,4332.8
E00142239,2127.1
E00142240,1374.7
E00142243,948.1
E00142248,922.7
E00142237,2748.4
E00142241,70.2
E00142242,1584.6
E00142245,3896.8
E00142251,1889.3
E00142254,1991.5
E00142256,3494.2
E00142258,3514.8
E00142259,449.5
E00142260,5405.4
E00142262,4121.4
E00142252,23.4
E00142253,770.9
E00142255,5497
E00142257,4963.2
E00142261,87.5
E00189879,30.6
E00189912,794.3
E00142014,24.9
E00142015,226.7
E00142016,59.4
E00142017,34.7
E00142018,22.5
E00142019,14.6
E00142065,1240.2
E00142066,676.2
E00142067,853.6
E00142070,21.3
E00142078,45.4
E00142068,955.2
E00142069,76.3
E00142075,280.4
E00142076,52.6
E00142077,405.7
E00142064,51.1
E00142072,43.4
E00142073,1934.6
E00142074,26
E00170113,248.3
E00170121,255.9
E00142165,76.4
E00142166,16.4
E00142167,37.1
E00142168,59.7
E00142169,188.9
E00142170,268
E00142171,229.4
E00142020,323.6
E00142022,1273.9
E00142026,4527.2
E00142027,4706.7
E00142028,1722.4
E00142021,2066.2
E00142023,5806.5
E00142025,5136.6
E00189857,235.3
E00189891,1136.6
E00142145,233.8
E00142146,1291.6
E00142147,3628.1
E00142148,20.1
E00142149,26.4
E00142150,32.5
E00142156,4317.4
E00142158,2633.6
E00142160,398.4
E00142161,4462.4
E00142163,2474.1
E00142155,57
E00142157,2083.3
E00142162,266.6
E00142164,38.1
E00142151,811
E00142152,1126.6
E00142153,522.1
E00142154,8.1
E00142159,16.9
E00142220,990.4
E00142226,78.5
E00142227,4659.5
E00142228,3752.5
E00142229,4909.1
E00142221,1778.6
E00142230,3380.3
E00142231,310.1
E00142236,3109.1
E00189826,7984.5
E00189860,4484.4
E00189872,858.5
E00142218,4454.7
E00142232,705.1
E00142233,2895.5
E00142234,1634
E00142235,6822.9
E00189810,7934.5
E00189854,4204.1
E00189881,5107
E00189885,56.2
E00189901,6034.8
E00142222,5795.9
E00142224,5146
E00189825,2094.4
E00189843,6480.3
E00189902,6705.3
E00142139,596.9
E00142140,1312.9
E00142143,22.7
E00142144,3976.2
E00142141,1616.3
E00189889,392
E00189906,3688.1
E00189909,7361.6
E00142029,270
E00142030,893.9
E00142031,1912.6
E00142032,3914.4
E00142174,5796.5
E00142180,12428.6
E00142183,6949.2
E00142185,8040.3
E00142187,8274.1
E00142182,2257.7
E00142184,8006
E00142188,7617.9
E00142190,1430.2
E00142192,7967
E00142193,8069.7
E00142194,1208.2
E00142195,12915
E00142197,1310.5
E00142198,2592.3
E00142204,1696.8
E00170114,2516.8
E00170117,3793.7
E00170118,3059.9
E00142172,880.2
E00142173,4400.7
E00142177,2436.9
E00189833,879.1
E00142186,8357.1
E00189829,10948
E00189834,9444.4
E00189886,6519.9
E00142199,5533.2
E00142201,4003.5
E00142205,1298.2
E00170119,2544.6
E00142196,2194.6
E00142202,6551.7
E00170111,4475.7
E00170112,5327.1
E00189870,9409.1
E00189816,208.9
E00189821,2929.2
E00189836,1785.2
E00189890,856
E00142036,1225.5
E00142039,440.8
E00142049,4373.6
E00189814,393.4
E00189880,5146
E00142175,1604.2
E00142176,23.7
E00142178,6603.8
E00142179,4742.9
E00142189,306.4
E00142191,7371.3
E00142208,1733.4
E00142211,4208
E00142213,874.3
E00142214,4257.7
E00142206,4502.5
E00142207,2099.3
E00142209,5806.5
E00142210,4830.9
E00142212,1985.7
E00142215,3485
E00142216,3194.9
E00142217,7579.9
E00142035,1649.6
E00142037,2082.5
E00142038,2752.1
E00142045,3489.5
E00142040,499.2
E00142041,4219.4
E00142043,3035.5
E00142048,3897.5
E00142033,53.2
E00142034,332.6
E00142042,4725.1
E00142046,5702.1
E00142047,168.4
E00142114,6966
E00142116,7069.4
E00142119,489.9
E00142120,3785.9
E00189832,4646.6
E00189840,4935.5
E00189850,6614.9
E00189896,1775.8
E00142105,33.3
E00142106,70.3
E00142107,27.2
E00142113,2275.5
E00142117,3850
E00142118,701.9
E00142052,1821.8
E00142054,49.4
E00142056,40.7
E00142062,16.5
E00142050,5495.1
E00142051,174
E00142053,3895.3
E00142061,131.3
E00142063,25.6
E00142055,1467.2
E00142057,2183.5
E00142058,138.4
E00142059,1922.7
E00142060,98.3
E00142125,435.7
E00142128,988.6
E00142129,321.1
E00142131,938.8
E00142132,1732.2
E00142133,15.3
E00142122,90.1
E00142123,602.7
E00142124,203.5
E00142126,26.4
E00142127,467.4
E00142130,2012.8
E00142092,14.1
E00142096,99.4
E00142099,64.1
E00142101,1074.7
E00142102,2338.1
E00142104,146.6
E00142093,92.3
E00142094,381.1
E00142095,165.5
E00142097,6097.6
E00142098,4626.1
E00142100,3456.5
E00142103,75.9
E00142109,1510.2
E00142110,1492.2
E00142111,1098.2
E00142112,4343
E00189848,28.3
E00189869,285.4
E00142134,3031.8
E00142135,90.9
E00142136,180.7
E00142137,86.4
E00142138,2554.4
E00142082,5446.4
E00142084,3619.7
E00142087,327
E00142088,1166.8
E00142089,59.2
E00142079,47
E00142080,1211.1
E00142083,1119
E00142085,124.7
E00142086,45.9
E00142090,49.1
E00142091,46
E00189835,83.1
E00189862,3318.7
E00142264,89.1
E00142265,133.1
E00142266,40
E00142270,70.5
E00142271,71
E00142272,74.3
E00142274,14.6
E00142275,22.7
E00142263,20.8
E00142267,36.8
E00142268,64.4
E00142269,435.2
E00170115,143.6
E00170116,369.2
E00170120,177.3
E00037677,2607.7
E00037679,2742.7
E00037686,4512.9
E00037692,3753
E00180000,5319.1
E00180087,6764.7
E00180107,8407.5
E00037684,3934.9
E00037688,4913.4
E00037689,2759.8
E00037690,5363.5
E00037691,3452.4
E00037669,4021
E00037671,4706.8
E00037702,557.2
E00037703,2066.6
E00037704,4991.3
E00037668,1519.5
E00037670,4753.8
E00037672,4561.7
E00037683,208.6
E00037675,388.5
E00037678,2380.6
E00037681,7000
E00037685,260.4
E00037687,5854.1
E00037693,2531.2
E00037694,5614
E00037695,3912.4
E00037701,797.1
E00037696,5844.8
E00037697,357.3
E00037698,2925.8
E00037699,8276.9
E00037700,2088
E00037674,5641
E00037676,6852.7
E00037680,6967.9
E00037682,1324.1
E00037705,5000
E00037160,448.2
E00037161,3611.8
E00037162,1295.5
E00037167,1420
E00037163,1332.1
E00037164,196.6
E00037165,4742
E00037166,3261.1
E00037168,4161.8
E00037232,366.5
E00037233,2063.8
E00037234,2962.6
E00037236,778.4
E00037207,3432.1
E00037209,350.5
E00037235,7445.1
E00037237,5394.7
E00037238,804.5
E00037279,4393.9
E00037283,3128.3
E00037284,225.1
E00037285,3870.6
E00037286,3466.7
E00037278,5025.8
E00037288,4141.6
E00037294,7507
E00037299,6712.6
E00037300,4037.1
E00037302,3646.9
E00037306,6981.6
E00037312,5915
E00037318,309.4
E00180059,4206.7
E00180092,3458.7
E00037277,3372.7
E00037282,2241.5
E00037291,650.2
E00037313,4765.3
E00180099,1064.3
E00180109,735.3
E00180136,5000
E00037281,3324.5
E00037287,6494.7
E00037289,5845.4
E00037296,6158.4
E00037320,5406
E00037321,694.5
E00037290,714.9
E00037292,5178.9
E00037293,4170.9
E00037295,6043.6
E00037305,5914.4
E00037276,3672.3
E00037280,4942.9
E00037297,372.9
E00037298,3488.7
E00037303,799.4
E00037301,2829.5
E00037304,1132.9
E00037307,4592
E00037309,65.4
E00037314,4868.4
E00037310,2495.9
E00037311,271.4
E00037315,6299.6
E00037316,4710.3
E00037317,3508.4
E00037397,490.1
E00037411,6041.7
E00037412,3896.9
E00037413,3433.7
E00037414,832.5
E00037416,1693.9
E00037143,139.3
E00037156,725.9
E00037157,3411.5
E00037158,1612.9
E00037159,1051.8
E00037141,300.7
E00037142,3448.1
E00037153,384.8
E00037154,3142.6
E00037155,3847.4
E00037145,4601.6
E00037146,848.7
E00037147,5117.1
E00168694,83.2
E00168695,2337.3
E00168696,6514.1
E00180081,1330
E00180108,2947.2
E00037149,1406.5
E00037150,3461.3
E00037151,2975.8
E00037152,1248.1
E00037114,5598.8
E00037120,7346.9
E00037121,4978.2
